metric_name,count,suggested_action,suggested_field_key,suggested_name_cn,suggested_alias,score,validator_status,validator_reason,unit,topic_examples,table_title_examples,page_examples,report_examples,candidate_details
特种作业人员持证上岗率,6,keep_unknown,,,,0,,no_candidate,%,职业健康与安全生产;员工健康与安全;职业健康,社会绩效;员工健康与安全;中国一重2024年环境，社会和治理（ESG）报告-绩效表;中国一重2024年环境，社会和治理（ESG）报告-员工培训与发展与安全生产及职业健康,page_43.png;page_43_right.png;page_50.png;page_50_right.png;page_57.png,002_000923_河钢资源_2024_河钢资源：2024年度环境、社会及公司治理报告;006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告;009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告,[]
净利润,6,keep_unknown,,,,0,,no_candidate,亿元;万元,经济绩效;经营绩效,经济绩效;关键绩效;关键绩效表,page_44.png;page_44_left.png;page_36.png;page_36_right.png;page_31.png,002_000923_河钢资源_2024_河钢资源：2024年度环境、社会及公司治理报告;002_600072_中船科技_2024_中船科技：中船科技股份有限公司2024年度环境、社会及公司治理（ESG）报告;007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
总资产,6,keep_unknown,,,,0,,no_candidate,亿元,,关键绩效;关键绩效表;关键绩效表-经济绩效;经济表现,page_36.png;page_36_right.png;page_45.png;page_45_left.png;page_37.png,002_600072_中船科技_2024_中船科技：中船科技股份有限公司2024年度环境、社会及公司治理（ESG）报告;007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告;011_002939_长城证券_2024_长城证券：2024年度社会责任暨环境、社会及公司治理（ESG）报告,[]
按雇佣类型,6,keep_unknown,,,,0,,no_candidate,,员工雇佣;员工流失率,S1: 员工权益,page_40.png;page_40_left.png,003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,[]
员工培训参与人次,6,keep_unknown,,,,0,,no_candidate,人次,员工,量化数据绩效表-员工培训;员工培训绩效表;员工培训,page_53.png;page_53_right.png;page_59.png;page_59_right.png;page_49.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告;008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
社会招聘,6,keep_unknown,,,,0,,no_candidate,人,,关键绩效表-社会范畴;社会范畴;关键绩效-社会绩效;社会绩效;关键绩效表-社会绩效,page_49.png;page_49_right.png;page_65.png;page_65_right.png;page_45.png,004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告;006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告;007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
博士,6,keep_unknown,,,,0,,no_candidate,人,按教育程度划分员工数;创新驱动;研发与创新;劳动关系管理,按教育程度划分员工数;创新驱动;中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放;绩效表,page_50.png;page_50_left.png;page_50_right.png;page_55.png;page_56_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告;009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告,[]
安全应急演练次数,6,keep_unknown,,,,0,,no_candidate,场次,员工健康与安全;职业健康与安全生产;安全生产,员工健康与安全;社会绩效;中国一重2024年环境，社会和治理（ESG）报告-绩效表;中国一重2024年环境，社会和治理（ESG）报告-员工培训与发展与安全生产及职业健康,page_50.png;page_50_right.png;page_66.png;page_66_left.png;page_57.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告;006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告;009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告,[]
其他,6,keep_unknown,,,,0,,no_candidate,人;吨,,按年龄划分;2024年度环境、社会及治理（ESG）报告-员工构成与流动情况;水资源管理,page_48.png;page_48_right.png;page_94.png;page_94_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告;010_002913_奥士康_2025_奥士康：社会责任报告,[]
审议议案,6,keep_unknown,,,,0,,no_candidate,项,关键数据,股东大会相关指标;董事会性别发布及关键数据,page_45.png;page_45_right.png;page_47_left.png,009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告,[]
生产,5,review_candidate_rejected,safety_accident_count,安全生产事故数量,生产,0.92,rejected,required_keyword_missing,人,按职能划分员工数;劳动关系管理,员工构成情况;按职能划分员工数;按岗位划分的员工数;绩效表,page_51_right.png;page_50.png;page_50_left.png;page_56.png;page_56_right.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告;006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告;009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告,"[{""field_key"": ""safety_accident_count"", ""name_cn"": ""安全生产事故数量"", ""alias"": ""安全生产事故数量"", ""score"": 0.92, ""validator_status"": ""rejected"", ""validator_reason"": ""required_keyword_missing""}]"
行政,5,review_candidate_rejected,environmental_penalty_count,环境违规或处罚事件数量,行政,0.92,rejected,required_keyword_missing,人,按职能划分员工数;劳动关系管理,员工构成情况;按职能划分员工数;按岗位划分的员工数;绩效表,page_51_right.png;page_50.png;page_50_left.png;page_56.png;page_56_right.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告;006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告;009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告,"[{""field_key"": ""environmental_penalty_count"", ""name_cn"": ""环境违规或处罚事件数量"", ""alias"": ""环境行政处罚"", ""score"": 0.92, ""validator_status"": ""rejected"", ""validator_reason"": ""required_keyword_missing""}]"
按地区,5,keep_unknown,,,,0,,no_candidate,人,员工雇佣,员工雇佣情况;S1: 员工权益,page_54.png;page_40.png;page_40_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告;003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,[]
技术人员,5,keep_unknown,,,,0,,no_candidate,%;人,河钢资源员工构成,量化数据绩效表-员工构成与教育程度;关键绩效表-社会范畴;社会范畴;按年龄划分;2024年度环境、社会及治理（ESG）报告-员工构成与流动情况,page_34.png;page_49.png;page_49_right.png;page_48.png;page_48_right.png,002_000923_河钢资源_2024_河钢资源：2024年度环境、社会及公司治理报告;004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告;008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
本科学历,5,keep_unknown,,,,0,,no_candidate,人,,2024环境、社会及公司治理（ESG）报告-员工构成与培训数据;员工画像;新入职员工,page_37_right.png;page_94.png;page_94_right.png;page_95.png;page_95_left.png,002_600072_中船科技_2024_中船科技：中船科技股份有限公司2024年度环境、社会及公司治理（ESG）报告;010_002913_奥士康_2025_奥士康：社会责任报告,[]
安全生产投入,5,keep_unknown,,,,0,,no_candidate,万元,,关键绩效表;社会绩效;关键绩效表-社会绩效;ESG 数据表,page_31_left.png;page_66.png;page_66_left.png;page_45.png;page_45_right.png,003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告;006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告;007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
销售,5,keep_unknown,,,,0,,no_candidate,人,按职能划分员工数;劳动关系管理,员工构成情况;按职能划分员工数;按岗位划分的员工数;绩效表,page_51_right.png;page_50.png;page_50_left.png;page_56.png;page_56_right.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告;006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告;009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告,[]
技术,5,keep_unknown,,,,0,,no_candidate,人,按职能划分员工数;劳动关系管理,员工构成情况;按职能划分员工数;按岗位划分的员工数;绩效表,page_51_right.png;page_50.png;page_50_left.png;page_56.png;page_56_right.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告;006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告;009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告,[]
财务,5,keep_unknown,,,,0,,no_candidate,人,按职能划分员工数;劳动关系管理,员工构成情况;按职能划分员工数;按岗位划分的员工数;绩效表,page_51_right.png;page_50.png;page_50_left.png;page_56.png;page_56_right.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告;006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告;009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告,[]
隐患排查整改率,5,keep_unknown,,,,0,,no_candidate,%,员工健康与安全;职业健康与安全生产;安全生产,职业健康与安全;员工健康与安全;中国一重2024年环境，社会和治理（ESG）报告-绩效表;中国一重2024年环境，社会和治理（ESG）报告-员工培训与发展与安全生产及职业健康,page_59_right.png;page_50.png;page_50_right.png;page_57.png;page_57_left.png,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告;006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告;009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告,[]
30-40岁（含30岁，不含40岁）,5,keep_unknown,,,,0,,no_candidate,人,按年龄划分新进员工;研发与创新;劳动关系管理,员工雇佣;按年龄划分新进员工;中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放;绩效表,page_49.png;page_50.png;page_50_left.png;page_55.png;page_56_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告;009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告,[]
40-50岁（含40岁，不含50岁）,5,keep_unknown,,,,0,,no_candidate,人,按年龄划分新进员工;研发与创新;劳动关系管理,员工雇佣;按年龄划分新进员工;中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放;绩效表,page_49.png;page_50.png;page_50_left.png;page_55.png;page_56_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告;009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告,[]
纸张,5,keep_unknown,,,,0,,no_candidate,吨,,废弃物处置;废弃物处置情况;关键绩效表;长城证券经营活动温室气体排放计算所用排放因子及来源,page_82.png;page_82_right.png;page_85.png;page_85_left.png;page_40_right.png,009_002811_郑中设计_2024_郑中设计：2024年度环境、社会及公司治理（ESG）报告;011_002939_长城证券_2024_长城证券：2024年度社会责任暨环境、社会及公司治理（ESG）报告,[]
审议通过议案,5,keep_unknown,,,,0,,no_candidate,项,关键数据,董事会性别分布及关键数据;董事会性别发布及关键数据,page_47.png;page_47_left.png,009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告,[]
港澳台地区,5,keep_unknown,,,,0,,no_candidate,人;%,其中，按照地区统计,员工画像;新入职员工;员工流失,page_94.png;page_94_right.png;page_95_left.png;page_95_right.png,010_002913_奥士康_2025_奥士康：社会责任报告,[]
女性员工,4,review_candidate_rejected,female_employees,女性员工人数,女性员工,1.0,rejected,forbidden_keyword_hit,%,劳动关系管理;员工培训与发展;其中，按照性别统计,福利与薪酬;绩效表;员工流失,page_56.png;page_56_right.png;page_95.png;page_95_right.png,009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告;010_002913_奥士康_2025_奥士康：社会责任报告,"[{""field_key"": ""female_employees"", ""name_cn"": ""女性员工人数"", ""alias"": ""女性员工"", ""score"": 1.0, ""validator_status"": ""rejected"", ""validator_reason"": ""forbidden_keyword_hit""}, {""field_key"": ""female_employee_ratio"", ""name_cn"": ""女性员工比例"", ""alias"": ""女性员工比例"", ""score"": 0.92, ""validator_status"": ""rejected"", ""validator_reason"": ""required_keyword_missing""}]"
